hsa-miR-6087,0.6030829,-0.54821247,0.38008565,0.26237804,-0.5985548,-0.4517782,-0.3507999,-0.68769884,0.021261485,1.3056666,-0.081111655,-1.0981376,-0.5062627,0.5915168,0.30623743,1.7303139,-0.74070036,0.71576774,0.47676173,0.27037153,0.5554821,0.59734064,-0.26462793,0.6383528,-1.0196784,0.45257536,-0.2789517,-0.59962016,-0.60509056,-1.1275455,1.2110866,-0.098490775,0.11507484,0.64094335,0.00648857,-1.3509977,0.93646425,0.55726516,-0.6295171,-0.0744878,-0.60581064,-0.05571511,0.19590119,0.40358216,0.15872656,-0.47192138,0.39463398,-0.28099304,0.39797175,0.6506543,0.6480741,0.8216567,0.27348435,0.85132635,-0.46063635,0.090526424,0.9388708,-1.0592021,-0.5743186,0.98271537,-0.8962071,0.44239318,0.4614891,0.18466412
hsa_circ_0002172,-0.03587592,0.039711904,0.3120056,-0.12037723,-0.09405898,-0.11895523,-0.12517208,-0.021082576,0.25562003,0.22726393,0.12565593,0.32563958,0.20971711,0.17876375,-0.1100593,-0.13547355,-0.113021605,0.13945827,0.10200367,0.034749415,-0.002416948,-0.09330093,0.08936777,0.12048542,-0.20948477,0.009635882,-0.37043586,-0.1802171,-0.2774737,-0.19380942,0.09032375,0.057987865,-0.32671294,-0.07774316,0.27134746,-0.2556208,0.07052126,0.17076594,0.18328117,0.038414292,0.15582275,0.33049807,0.010332131,-0.19422868,-0.32007578,-0.23157822,0.108155996,-0.08843864,-0.2789502,0.08497744,0.094262764,0.22802794,-0.23488039,-0.058954526,0.34201223,0.29844165,0.34103534,-0.047381308,0.28302267,-0.14236636,0.20140046,-0.38864577,-0.034659907,0.17371218
hsa_circ_0089776,0.06102522,0.08944541,0.32059482,-0.14303374,-0.13263689,-0.15989701,-0.14151658,0.044991057,0.22943838,0.20799565,0.17016786,0.30002007,0.15310338,0.10507844,-0.07937909,-0.13130109,-0.0736266,0.13477895,0.08265422,-0.07548066,0.053376194,-0.14512324,0.11597438,0.20376013,-0.22621462,0.03659839,-0.2868238,-0.2610273,-0.3135974,-0.13611427,0.16077283,0.06342699,-0.3360928,-0.05368362,0.20440908,-0.18506987,0.10941163,0.17724647,0.13888773,0.038572498,0.18532075,0.40088,0.038674828,-0.24204586,-0.27595302,-0.17955174,0.0772807,-0.046582274,-0.2735568,0.029944316,0.10128573,0.21892975,-0.27830005,0.05518443,0.29622644,0.29049957,0.25082082,-0.09454725,0.23695855,-0.16237006,0.19349237,-0.45522746,-0.1025165,0.17590751
hsa-miR-7-5p,0.12265858,-0.38939175,0.55176556,-0.11849292,0.104369886,0.3274794,-0.5794079,-0.1197638,-0.24845412,0.09760796,0.020688076,-0.70426404,-0.29962525,0.41434002,0.54396254,1.0733833,-0.21764067,0.64396584,0.8364291,0.27668408,-0.014711132,0.26488706,-0.4424519,-0.003622472,-0.8762688,-0.004439389,-0.26297837,-0.88555694,-0.7920556,0.30163878,-0.75024074,-0.10245753,-0.9426786,0.20287363,-0.2075667,-0.04243256,0.7722106,0.45331666,0.21740909,-0.18333842,0.2783135,-0.37767598,-0.7992063,-0.38476902,0.4989908,-1.0763656,-0.3457272,0.14530832,0.20809513,0.097618505,1.3574853,-0.22144197,-0.19769071,0.8460747,0.22366667,0.33167,0.17416969,-0.43493602,0.20762564,1.2039449,-0.42256767,0.18419002,-0.22606543,-0.018025639
hsa_circ_0001946,0.057031404,0.104463905,0.3443107,-0.06588498,-0.14556573,-0.083348334,-0.12001071,0.04392244,0.19498727,0.19365019,0.10014873,0.32384512,0.20310932,0.16030806,-0.1326001,-0.09707286,-0.087059565,0.16436885,0.22169255,0.045824576,0.006080428,-0.121567406,0.08865938,0.15182519,-0.2144462,0.035070114,-0.3457454,-0.16529943,-0.262857,-0.20971137,0.15026113,0.13479507,-0.33813778,-0.17643583,0.23855509,-0.14431529,0.11768525,0.24288875,0.20435725,0.06771882,0.108003646,0.32308728,0.046469662,-0.21228878,-0.37428614,-0.2442164,0.15179223,-0.066586554,-0.2510665,0.07530464,0.11186147,0.18379854,-0.26110134,-0.009746791,0.25914243,0.26483202,0.24021521,-0.044002507,0.31173483,-0.15121637,0.15223122,-0.4135484,-0.13055784,0.17969352
hsa-miR-328-5p,0.022228736,-0.7160346,0.54370356,0.42272982,-0.741758,-0.36383933,0.46946087,-0.044784367,-0.48022124,0.31409258,1.148159,0.7087009,-1.0393047,-0.81417346,0.73926324,0.019179195,-0.38980794,-0.5373574,-0.14321095,0.95996416,0.40663233,0.9088723,-0.44431752,-0.33368477,0.518122,0.9146847,-0.19020465,0.18436047,-0.8552395,-0.5357933,-0.56592387,0.086449474,-0.28866342,-0.38228795,-0.903094,-0.5939487,0.39730158,-0.33748442,-0.043507647,-0.7081039,0.05543104,0.74737716,-0.20631485,-0.9362476,0.5668673,-0.73003256,-0.2162361,0.22591992,-0.4418702,-1.2872664,1.0723976,0.037498273,-0.67578787,0.104215324,0.41862372,0.73509246,1.1481979,-0.2315903,0.808592,-0.13510348,-1.9873543,0.8911926,0.40436998,0.5592345
hsa-miR-3689b-3p,0.26446158,0.07116767,0.4769024,0.36936665,-0.45761287,-0.11876383,-0.2145349,0.5635623,-0.33743834,-1.017166,0.40277824,-0.19227672,0.15123704,0.8931941,-0.36862636,0.5956174,-0.6459069,0.7208554,0.5484428,1.0420808,1.095276,0.30835554,0.3126472,-0.73795474,0.35881728,0.20070435,-0.40957567,0.2809719,-0.51855147,0.6551693,0.99329054,0.4587051,-0.091410615,-0.24171147,-0.53100365,0.1924582,-0.3994123,0.5457807,-0.8900758,-0.63775814,0.7384605,0.64436424,-0.25345266,-0.17540735,1.059885,-0.21283872,-0.22329737,-0.76334053,-0.4162545,-0.47329104,0.90576184,-0.07526437,0.5395228,0.17048523,0.30907175,-0.050291047,1.2061615,-1.378117,0.5663894,0.16080213,0.33394557,0.16453007,-0.7542593,0.9224185
hsa_circ_0041089,0.008950318,0.05022196,0.28729057,-0.099052,-0.08559075,-0.15878655,-0.11311383,0.027313128,0.24279828,0.24368073,0.13489522,0.37741977,0.21692413,0.14378136,-0.09772591,-0.1589374,-0.067860395,0.14708771,0.071785115,-0.03757005,0.06927597,-0.074236885,0.10153768,0.14064042,-0.26714388,0.04067606,-0.31120268,-0.22316764,-0.28588182,-0.1912562,0.097412184,0.13316418,-0.3184469,-0.13849597,0.21176408,-0.25639772,0.06865443,0.13449006,0.17525297,0.002445059,0.15430461,0.36012977,0.011419207,-0.16226059,-0.26600027,-0.17115048,0.18151586,-0.07088175,-0.21319096,0.10323239,0.13575163,0.14275014,-0.2559222,-0.04213724,0.33431366,0.31245387,0.32073706,-0.058240384,0.25471073,-0.18507876,0.14420983,-0.41048363,-0.061103377,0.18177973
hsa_circ_0041099,-0.00433023,0.10371833,0.2621198,-0.13279082,-0.10875019,-0.076771155,-0.09455096,-0.011611681,0.25838017,0.2068619,0.14366356,0.34426442,0.21166652,0.16771153,-0.06323594,-0.09104952,-0.14303206,0.11136425,0.09141934,0.030476391,0.061260015,-0.11640419,0.11503351,0.13258639,-0.2703048,0.016368289,-0.3481599,-0.17659345,-0.28905874,-0.1647529,0.105195686,0.11385482,-0.26040086,-0.11430663,0.21136995,-0.25101385,0.13376623,0.16519241,0.15664025,0.07455036,0.20438378,0.4083891,0.017905615,-0.22576943,-0.34198016,-0.24723464,0.23037589,-0.06780837,-0.26466462,0.050840378,0.06461214,0.22513647,-0.28289962,0.045776587,0.28368884,0.28823063,0.19551542,-0.058598086,0.28231096,-0.15385891,0.12706432,-0.42273107,-0.07288483,0.1971895
hsa_circ_0041116,0.038517628,0.054478217,0.34101033,-0.1075581,-0.019179918,-0.10257195,-0.12167556,0.076313,0.20841146,0.24397619,0.17174056,0.37377805,0.18271367,0.1339603,-0.09639677,-0.12166007,-0.14724827,0.16983165,0.07682512,0.005319059,0.037549134,-0.06530774,0.1082004,0.10858598,-0.2914124,0.05090556,-0.3632248,-0.16990548,-0.3370866,-0.18215397,0.12368452,0.087610215,-0.24108964,-0.11274013,0.25834084,-0.26545718,0.096981175,0.20292373,0.17383932,-0.017262997,0.17069738,0.2967724,0.035605963,-0.19405098,-0.33852446,-0.23711503,0.17733046,-0.052408054,-0.2216058,0.0780205,0.10185224,0.13717419,-0.29905045,-0.019757722,0.3371739,0.24995998,0.22498551,-0.040098283,0.3074682,-0.16538075,0.18585175,-0.40819642,-0.08293914,0.1536316
hsa-miR-3689c,0.23500125,0.29018843,0.53513044,0.39560044,-0.597062,0.09693351,-0.21851747,0.55849576,-0.24577965,-0.88633996,0.484952,-0.16460972,0.23359439,0.79105926,-0.3040526,0.70115036,-0.31922656,0.62662363,0.50246996,1.0254968,1.2743051,0.24022187,0.18421696,-0.77604383,0.25088435,0.21897523,-0.36627102,0.08497054,-0.5045826,0.47502425,1.1474177,0.43990374,-0.15339898,-0.19162405,-0.5032334,0.34926236,-0.44549412,0.5924539,-0.9074212,-0.6593456,0.6259302,0.5744636,-0.10487146,-0.24330798,1.0812441,-0.13589829,-0.32241663,-0.8740257,-0.30658305,-0.44397274,0.70182323,-0.1686316,0.26276934,0.26409328,0.45371577,-0.026241587,1.0906695,-1.6867409,0.5376359,0.17747518,0.39950314,0.3129333,-0.87472886,0.87559617
hsa-miR-30b-3p,-0.45536885,-0.11062057,0.8929219,0.32799023,-0.24920876,0.001692921,-0.0839942,-0.45666382,-0.13429673,-0.045214,1.0474881,0.66966236,-1.4113401,0.10329688,1.1877067,-0.11694336,-0.14948568,0.039180487,-0.029450938,1.2394445,0.55611885,0.872622,-0.9434782,0.09597958,0.0508857,0.58709747,0.62968624,0.36913684,-0.10329622,-0.852185,-0.029055284,-0.55662876,0.20705967,-0.50459564,-1.2042545,-0.530969,0.064924344,-0.04044076,0.3601711,-0.5124386,0.17981881,0.5325181,-0.49563113,-1.0762141,0.86726165,-0.5755228,1.0024313,-0.4658533,-0.75038743,-0.88959503,0.95072967,0.5730371,-0.61415684,-0.30549172,-0.17190297,0.12942606,1.5752449,-0.6745002,0.45280722,0.68269163,-1.3368468,0.55568504,-0.37933457,0.350148
hsa-miR-3689a-3p,0.26700407,0.17991957,0.6671427,0.25819403,-0.586847,0.15375343,-0.163076,0.42969218,-0.20015979,-0.9914499,0.39338782,-0.101934984,-0.000328668,0.6586441,-0.25035113,0.7903358,-0.42010474,0.6361597,0.53404075,0.90761,1.2622042,0.14940564,0.26291946,-0.7014159,0.32492554,0.08624522,-0.25867262,0.2561297,-0.50752455,0.5138303,0.9374086,0.45836872,-0.19328731,-0.24265079,-0.46195933,0.28323248,-0.44225165,0.69397134,-0.95928574,-0.6108069,0.49289912,0.56101906,-0.1336049,-0.29365814,1.2205075,-0.120813176,-0.23782486,-0.7475605,-0.3466839,-0.3180188,0.81330794,-0.03060509,0.4322486,0.124005966,0.65659475,-0.054240867,1.1074482,-1.6167027,0.5036663,0.000129955,0.40969715,0.3191315,-0.92158544,0.8382043
hsa-miR-8485,0.23953556,0.15287441,1.3668242,0.55761784,0.7320813,0.52546537,-0.32836023,0.078913905,0.09008262,0.63593155,0.41993803,-0.706757,-0.37786058,-0.52933496,-0.20426844,1.2684011,-0.4158092,0.44598535,0.19480258,0.3712533,0.12016338,1.32405,0.1304462,0.38223606,-1.0123792,0.39597303,-0.7574734,0.75322527,-0.08810743,-0.52598906,-0.15114722,0.28656787,-1.5078409,-0.093232036,0.79239637,0.77415985,-0.30222917,-0.02797831,-0.7160089,-0.27809805,1.0858319,0.09201328,-0.825232,-0.16205184,1.5796181,0.030394556,0.8704089,-0.85729164,-0.27628613,-0.74744946,0.7218538,1.3094064,-0.61112195,-0.40351206,-0.13717164,0.10328912,-0.22349387,-0.13993771,0.33237386,-0.16267337,-0.67979115,0.4435474,0.86491936,0.1465726
