61.12372,0.0,0.0,0.0,65.77961,8.61077,179.60995,130.46423,0.0,0.0,0.0,93.24526,84.762405,0.0,118.74382,0.0,0.28480428,0.0,0.0,58.16675,0.0,37.010998,54.047928,0.0,215.69371,0.0,0.0,0.0,310.0494,0.0,68.98955,230.6297
18.35234,0.0,0.0,0.0,19.447346,2.6491187,54.036484,39.546974,0.075532034,0.0,0.0,28.301506,25.72804,0.0,35.7877,0.021465784,0.31203422,0.0,0.0,17.66985,0.0,11.1545315,16.3062,0.0,64.97042,0.0,0.0,0.0,93.72322,0.0,20.977785,69.69763
4.6034865,0.0,0.0,0.0,4.7265754,0.78419733,12.615733,9.05158,0.14643173,0.0,0.031896926,6.6763735,6.046566,0.0,8.253565,0.0,0.4286603,0.0,0.0,4.0627484,0.0,2.5683274,3.7512553,0.0,14.994197,0.092734106,0.0,0.0,21.917263,0.0,4.790357,16.244093
16.452023,0.0,0.0,0.0,17.626099,2.5276299,48.424114,35.465668,0.16397358,0.0,0.0,25.402239,23.117949,0.0,31.949556,0.0,0.25424334,0.0,0.0,15.752408,0.0,10.138815,14.670991,0.0,58.26287,0.19505374,0.0,0.0,83.94757,0.0,18.843056,62.289566
11.051375,0.0,0.0,0.0,11.547438,1.645722,32.035084,23.547861,0.0,0.0,0.0,16.804564,15.361124,0.0,21.522593,0.008141613,0.48466465,0.0,0.0,10.414541,0.0,6.650118,9.9925585,0.0,38.931026,0.07264211,0.0,0.0,55.84838,0.0,12.46171,41.69738
31.136267,0.0,0.0,0.0,33.350487,4.426054,91.18025,66.471275,0.0,0.0,0.0,47.500736,43.139595,0.0,60.18894,0.0,0.48050258,0.0,0.0,29.633781,0.0,18.96972,27.57334,0.0,109.65907,0.0,0.0,0.0,157.85297,0.0,35.231117,117.381996
7.8685107,0.0,0.0,0.0,8.380726,1.1561148,22.850286,16.802639,0.12399701,0.0,0.0,12.0316305,10.934077,0.0,15.168673,0.0,0.34329155,0.0,0.0,7.5233784,0.0,4.8281403,6.99171,0.0,27.497286,0.043860488,0.0,0.0,39.724888,0.0,8.906327,29.611925
15.761489,0.0,0.0,0.0,16.662188,2.3197844,46.00679,33.77572,0.0,0.0,0.0,23.9287,21.69734,0.0,30.665848,0.0,0.44188175,0.0,0.0,15.225925,0.0,9.452702,14.021335,0.0,55.37039,0.0,0.0,0.0,79.67291,0.0,17.72145,59.45837
24.606674,0.0,0.0,0.0,26.236809,3.1984744,72.03143,52.2834,0.021855846,0.0,0.0,37.550976,33.90419,0.0,47.898014,0.0,0.472899,0.0,0.0,23.267532,0.0,14.818037,21.760693,0.0,86.432686,0.0,0.0,0.0,124.62858,0.0,27.564075,92.58778
46.463577,0.0,0.0,0.0,49.89675,6.4465857,136.59521,99.141464,0.0,0.0,0.0,70.98672,64.502075,0.0,89.95763,0.0,0.32032147,0.0,0.0,44.24836,0.0,28.198221,41.161156,0.0,163.97585,0.0,0.0,0.0,236.10587,0.0,52.523464,175.33447
67.817924,0.0,0.0,0.0,72.60587,9.129704,199.01044,144.42886,0.0,0.0,0.0,103.297585,93.96522,0.0,131.45265,0.0,0.6195945,0.0,0.0,64.444115,0.0,40.86906,59.995197,0.0,239.0692,0.0,0.0,0.0,343.40515,0.0,76.39898,255.2567
39.0315,0.0,0.0,0.0,41.85478,5.502837,114.59402,83.53644,0.0,0.0,0.0,59.541714,54.126686,0.0,75.62076,0.0,0.2770731,0.0,0.0,37.094112,0.0,23.693367,34.601337,0.0,137.80635,0.0,0.0,0.0,198.10265,0.0,43.984077,147.32434
59.57016,0.0,0.0,0.0,64.2594,8.382651,175.11835,127.093895,0.0,0.0,0.0,90.83921,82.7244,0.0,115.703995,0.0,0.20839341,0.0,0.0,56.70079,0.0,36.178093,52.7427,0.0,210.42012,0.0,0.0,0.0,302.5085,0.0,67.26838,224.75798
12.900718,0.0,0.0,0.0,13.76295,1.9168828,37.509327,27.58904,0.084731616,0.0,0.0,19.735817,17.979359,0.0,24.83558,0.0,0.27259448,0.0,0.0,12.229986,0.0,7.986873,11.3543005,0.0,45.2504,0.092905916,0.0,0.0,65.46033,0.0,14.733071,48.704193
15.932782,0.0,0.0,0.0,17.024399,2.4814186,46.89548,34.523613,0.0,0.0,0.0,24.369,22.378008,0.0,31.171347,0.0,0.43659112,0.0,0.0,15.342795,0.0,9.528698,14.229934,0.0,56.696323,0.0,0.0,0.0,81.72985,0.0,18.221552,60.886196
