0.0,0.0,0.0,0.0,24.591707,13.704816,30.169052,4.1842937,0.0,32.580452,0.065746106,42.617542,0.0,12.749155,25.747654,9.171283,0.0,0.0,0.14926171,0.0,6.48942,0.0,19.821224,0.020172564,0.0,0.0,0.0,0.0,0.0,48.738426,0.0,19.508543,6.2859273,0.0,0.0,16.018614,0.0,0.12484546,0.0,4.6979957,0.0,15.383474,1.1860514,24.870676,42.321407,12.280445,0.0,3.429573,3.1356075,0.0,0.0,31.32263,11.942885,0.0,0.0,3.008947,0.0,0.0,2.253699,0.0,2.9077947,0.0,44.80408,0.0
0.0,0.0,0.0,0.0,27.094189,15.729609,33.13074,4.3732576,0.0,35.39635,0.0,46.64222,0.03166713,13.369564,28.619316,9.38621,0.0,0.0,0.5621678,0.0,6.6205378,0.0,21.935913,0.27601334,0.0,0.0,0.0,0.0,0.0,53.89821,0.26038834,21.23139,7.105408,0.0,0.0,17.326073,0.0,0.14067258,0.0,4.389983,0.0,16.95016,0.83485544,27.272532,46.318417,13.490305,0.0,3.7560282,3.6913683,0.0,0.0,34.614697,13.2600975,0.0,0.0,3.0766401,0.0,0.0,1.5454469,0.0,3.3295405,0.0,49.238106,0.003762234
0.0,0.0,0.037738454,0.0,32.492558,18.55588,39.807625,5.1786757,0.0,42.832043,0.061890177,56.321095,0.050436303,16.24528,34.21765,11.858724,0.0,0.0,0.34132674,0.0,8.557651,0.0,25.986801,0.07513447,0.0,0.0,0.0,0.0,0.0,64.52517,0.0,25.631563,8.613184,0.0,0.0,20.879025,0.0,0.39774108,0.0,5.5302496,0.0,19.97595,1.4276214,32.614502,55.265125,15.875453,0.0,4.9528856,3.9932773,0.0,0.0,41.724213,16.207495,0.0,0.0,4.273579,0.0,0.0,2.9222145,0.0,3.6707785,0.0,58.953648,0.0
0.0,0.0,0.0,0.0,26.395933,15.279037,31.982693,4.1602497,0.0,34.196545,0.0,45.22751,0.0,13.457045,27.12017,9.448902,0.0,0.0,0.2406131,0.0,6.595535,0.0,21.069252,0.0,0.0,0.0,0.0,0.0,0.0,52.078175,0.0,20.91247,6.6899405,0.0,0.1787776,16.77831,0.0,0.0,0.0,4.681475,0.0,16.293547,0.7042718,26.568916,44.611206,12.854888,0.0,3.519679,3.512766,0.0,0.0,33.256912,13.031874,0.0,0.0,3.4373841,0.0,0.0,1.9338219,0.0,3.1860101,0.0,47.526176,0.0
0.0,0.0,0.0,0.0,32.50136,18.313704,39.556892,5.1050835,0.0,42.428364,0.0,55.719456,0.0,16.455553,33.956043,11.652178,0.0,0.0,0.37873185,0.0,8.6378975,0.0,25.91603,0.0,0.0,0.0,0.0,0.0,0.0,63.89527,0.0,25.3468,8.545756,0.0,0.0,20.732204,0.0,0.32382262,0.0,5.527966,0.0,20.122139,0.98169094,32.279484,55.107986,15.798803,0.0,4.566724,4.3462424,0.0,0.0,41.170097,16.10077,0.0,0.0,4.1080217,0.0,0.0,2.4570632,0.0,3.65347,0.0,58.7993,0.0
0.0,0.0,0.0,0.0,31.16779,17.638166,37.923546,5.0136147,0.0,40.401134,0.0,53.443073,0.0,16.093534,32.812725,11.222557,0.0,0.0,0.5654929,0.0,8.363407,0.0,25.056229,0.0,0.0,0.0,0.0,0.0,0.0,61.516064,0.0,24.864225,8.477752,0.0,0.0,19.953682,0.0,0.2594678,0.0,5.3492136,0.0,19.265457,0.9778694,31.147587,53.034687,15.489215,0.0,4.240815,4.039342,0.0,0.0,39.58446,15.202475,0.0,0.0,4.0938797,0.0,0.0,2.7003334,0.0,3.5817778,0.0,56.565655,0.0
0.0,0.0,0.082705386,0.0,28.222353,16.070862,33.369484,4.323568,0.0,36.335106,0.0,47.71356,0.0,13.989525,29.036407,9.82733,0.0,0.0,0.29296592,0.0,6.9575667,0.0,21.99958,0.0,0.0,0.0,0.0,0.0,0.0,55.03958,0.0,22.233759,7.4337854,0.0,0.0,17.58112,0.0,0.0,0.0,4.5505533,0.0,17.112646,0.86669683,27.866995,47.036762,13.696959,0.0,3.8153214,3.5163093,0.0,0.0,35.251152,13.415965,0.0,0.0,3.4589076,0.0,0.0,1.9266094,0.0,3.3523226,0.0,50.719357,0.0
0.0,0.0,0.0,0.0,28.300777,16.283186,34.126217,4.3847613,0.0,36.561108,0.0,48.232906,0.0052478593,14.201018,28.983475,10.025949,0.0,0.0,0.2267831,0.0,7.1319613,0.0,22.543291,0.045210373,0.0,0.0,0.0,0.0,0.0,55.509594,0.0,21.999825,7.2551036,0.0,0.15124798,17.690838,0.0,0.02319984,0.0,4.8924923,0.0,17.401222,0.88521814,28.292894,47.43329,13.809036,0.0,3.7513435,3.7722616,0.0,0.0,35.505234,13.966177,0.0,0.02772728,3.520525,0.0,0.0,2.0402555,0.0,3.4265082,0.0,50.615093,0.0
0.0,0.0,0.22271912,0.0,26.168158,14.22223,30.932001,4.2450542,0.0,33.439053,0.0,43.639217,0.0,12.762163,26.60732,9.191635,0.0,0.0,0.6148887,0.0,7.07917,0.0,19.980814,0.12014645,0.0,0.0,0.0,0.0,0.0,50.563354,0.012962814,20.190325,6.381678,0.0,0.0,16.723145,0.0,0.3191309,0.0,4.283871,0.0,16.15921,0.9825949,25.840792,43.580868,12.439588,0.0,3.2753172,3.3110073,0.0,0.050314795,32.62238,12.542895,0.0,0.0,3.1328661,0.0,0.0,2.0741267,0.0,3.0688112,0.0,45.72428,0.0
0.0,0.0,0.0,0.0,29.970467,16.799818,35.67125,4.953761,0.0,38.383316,0.0,50.735367,0.0,14.874149,30.794903,10.7665205,0.0,0.0,0.6392979,0.0,7.7924733,0.0,23.01623,0.20771757,0.0,0.0,0.0,0.0,0.0,58.132698,0.0,23.351522,7.22949,0.0,0.0,19.273924,0.0,0.0,0.0,4.7342463,0.0,18.59154,0.8811962,30.016943,50.49909,14.563129,0.0,3.9708614,3.9063442,0.0,0.065667674,37.481236,14.692921,0.0,0.0,3.5132322,0.0,0.0,2.2742062,0.0,3.893248,0.0,53.310467,0.0
